Time (s)	frameDisplacement_B1 (mm)	frameDisplacement_B2 (mm)	frameDisplacement_B3 (mm)	Avg. frameDisplacement (mm)	blobDistance_B12 (mm)	blobDistance_B13 (mm)	blobDistance_B23 (mm)	blobDisplacement_B12 (mm)	blobDisplacement_B13 (mm)	blobDisplacement_B23 (mm)	Avg. blobDisplacement (mm)
17.70000000	0.00175649	0.00340060	0.00045035	0.00186915	0.78123547	1.72821332	0.95691234	0.00072516	0.00130071	0.00115502	0.00106030	
17.80000000	0.00222524	0.00229650	0.00216085	0.00222753	0.78067060	1.72646950	0.95537390	0.00016029	-0.00044312	-0.00038341	-0.00022208	
17.90000000	0.00222524	0.00229650	0.00216085	0.00222753	0.78067060	1.72646950	0.95537390	0.00016029	-0.00044312	-0.00038341	-0.00022208	
18.00000000	0.00186766	0.00215397	0.00123254	0.00175139	0.78005711	1.72692077	0.95631441	-0.00045320	0.00000816	0.00055710	0.00003735	
18.10000000	0.00258730	0.00169306	0.00155764	0.00194600	0.78104388	1.72761807	0.95585933	0.00053358	0.00070546	0.00010202	0.00044702	
18.20000000	0.00234653	0.00284723	0.00211007	0.00243461	0.78063225	1.72660366	0.95558448	0.00012195	-0.00030895	-0.00017284	-0.00011995	
18.30000000	0.00276023	0.00200302	0.00174401	0.00216909	0.78155683	1.72750165	0.95539644	0.00104653	0.00058904	-0.00036088	0.00042490	
18.40000000	0.00242736	0.00265129	0.00185913	0.00231260	0.78032127	1.72664772	0.95585860	-0.00018903	-0.00026490	0.00010129	-0.00011755	
18.50000000	0.00224586	0.00268295	0.00291302	0.00261394	0.78130934	1.72609251	0.95447975	0.00079904	-0.00082010	-0.00127756	-0.00043287	
18.60000000	0.00290166	0.00236756	0.00200826	0.00242583	0.78036984	1.72738645	0.95628399	-0.00014047	0.00047383	0.00052668	0.00028668	
18.70000000	0.00269781	0.00212393	0.00250307	0.00244160	0.78199136	1.72746021	0.95490058	0.00148105	0.00054759	-0.00085673	0.00039064	
18.80000000	0.00235002	0.00251147	0.00243073	0.00243074	0.78142877	1.72672061	0.95485608	0.00091847	-0.00019200	-0.00090123	-0.00005825	
18.90000000	0.00310292	0.00264219	0.00177049	0.00250520	0.78067087	1.72792085	0.95659666	0.00016056	0.00100824	0.00083934	0.00066938	
19.00000000	0.00241222	0.00214166	0.00140364	0.00198584	0.78032967	1.72781590	0.95679613	-0.00018064	0.00090328	0.00103882	0.00058716	
19.10000000	0.00238532	0.00272450	0.00165849	0.00225610	0.78111587	1.72731860	0.95589310	0.00060557	0.00040599	0.00013578	0.00038245	
19.20000000	0.00296103	0.00185807	0.00261874	0.00247928	0.78166811	1.72751360	0.95514407	0.00115781	0.00060098	-0.00061324	0.00038185	
19.30000000	0.00233467	0.00315699	0.00221151	0.00256772	0.78037037	1.72765624	0.95679059	-0.00013994	0.00074362	0.00103328	0.00054565	
19.40000000	0.00233467	0.00315699	0.00221151	0.00256772	0.78037037	1.72765624	0.95679059	-0.00013994	0.00074362	0.00103328	0.00054565	
19.50000000	0.00310301	0.00226045	0.00336819	0.00291055	0.78179619	1.72650827	0.95425509	0.00128589	-0.00040435	-0.00150223	-0.00020690	
19.60000000	0.00233237	0.00164038	0.00205720	0.00200998	0.78126129	1.72773539	0.95575238	0.00075099	0.00082278	-0.00000494	0.00052294	
19.70000000	0.00233237	0.00164038	0.00205720	0.00200998	0.78126129	1.72773539	0.95575238	0.00075099	0.00082278	-0.00000494	0.00052294	
19.80000000	0.00267917	0.00205066	0.00318021	0.00263668	0.78109990	1.72663521	0.95480267	0.00058959	-0.00027741	-0.00095464	-0.00021415	
19.90000000	0.00267917	0.00205066	0.00318021	0.00263668	0.78109990	1.72663521	0.95480267	0.00058959	-0.00027741	-0.00095464	-0.00021415	
20.00000000	0.00253791	0.00366845	0.00237373	0.00286003	0.78026653	1.72706629	0.95652612	-0.00024378	0.00015368	0.00076881	0.00022624	
20.10000000	0.00253791	0.00366845	0.00237373	0.00286003	0.78026653	1.72706629	0.95652612	-0.00024378	0.00015368	0.00076881	0.00022624	
20.20000000	0.00257724	0.00280542	0.00315370	0.00284545	0.78030264	1.72661284	0.95584523	-0.00020767	-0.00029978	0.00008791	-0.00013984	
20.30000000	0.00257724	0.00280542	0.00315370	0.00284545	0.78030264	1.72661284	0.95584523	-0.00020767	-0.00029978	0.00008791	-0.00013984	
20.40000000	0.00321772	0.00400394	0.00336434	0.00352867	0.78005688	1.72699113	0.95668338	-0.00045342	0.00007852	0.00092606	0.00018372	
20.50000000	0.00321772	0.00400394	0.00336434	0.00352867	0.78005688	1.72699113	0.95668338	-0.00045342	0.00007852	0.00092606	0.00018372	
20.60000000	0.00298202	0.00258562	0.00247260	0.00268008	0.78048607	1.72740178	0.95622143	-0.00002423	0.00048917	0.00046412	0.00030968	
20.70000000	0.00326529	0.00212166	0.00271440	0.00270045	0.78167607	1.72746824	0.95520039	0.00116577	0.00055563	-0.00055692	0.00038816	
20.80000000	0.00240323	0.00324607	0.00224538	0.00263156	0.78009495	1.72739064	0.95678679	-0.00041536	0.00047802	0.00102948	0.00036405	
20.90000000	0.00339171	0.00355125	0.00412789	0.00369028	0.78053052	1.72622758	0.95530540	0.00002021	-0.00068504	-0.00045191	-0.00037225	
21.00000000	0.00352703	0.00250855	0.00503175	0.00368911	0.78158456	1.72579236	0.95383172	0.00107426	-0.00112026	-0.00192559	-0.00065720	
21.10000000	0.00338789	0.00348108	0.00404681	0.00363859	0.78057056	1.72639360	0.95510179	0.00006025	-0.00051901	-0.00065552	-0.00037143	
21.20000000	0.00410566	0.00290510	0.00419422	0.00373499	0.78195320	1.72662692	0.95390335	0.00144290	-0.00028569	-0.00185396	-0.00023225	
21.30000000	0.00383474	0.00416741	0.00545369	0.00448528	0.78017381	1.72573083	0.95507268	-0.00033649	-0.00118179	-0.00068464	-0.00073430	
21.40000000	0.00383474	0.00416741	0.00545369	0.00448528	0.78017381	1.72573083	0.95507268	-0.00033649	-0.00118179	-0.00068464	-0.00073430	
21.50000000	0.00333207	0.00278236	0.00443111	0.00351518	0.78100214	1.72605999	0.95455551	0.00049184	-0.00085262	-0.00120180	-0.00052086	
21.60000000	0.00333207	0.00278236	0.00443111	0.00351518	0.78100214	1.72605999	0.95455551	0.00049184	-0.00085262	-0.00120180	-0.00052086	
21.70000000	0.00455359	0.00398088	0.00647629	0.00500359	0.78069376	1.72527827	0.95440146	0.00018345	-0.00163434	-0.00135585	-0.00093558	
21.80000000	0.00345841	0.00544715	0.00487218	0.00459258	0.77935325	1.72594095	0.95560727	-0.00115706	-0.00097166	-0.00015004	-0.00075959	
21.90000000	0.00340733	0.00469101	0.00660915	0.00490249	0.77929789	1.72440066	0.95454285	-0.00121242	-0.00251195	-0.00121446	-0.00164628	
22.00000000	0.00380599	0.00496957	0.00583789	0.00487115	0.77920431	1.72555916	0.95590032	-0.00130600	-0.00135345	0.00014301	-0.00083881	
22.10000000	0.00483791	0.00418071	0.00537533	0.00479799	0.78075180	1.72608164	0.95494004	0.00024149	-0.00083098	-0.00081727	-0.00046892	
22.20000000	0.00534948	0.00469177	0.00406766	0.00470297	0.78099483	1.72836387	0.95682234	0.00048453	0.00145126	0.00106503	0.00100027	
22.30000000	0.00470892	0.00455799	0.00450898	0.00459197	0.78045899	1.72707154	0.95605420	-0.00005131	0.00015893	0.00029688	0.00013483	
22.40000000	0.00409235	0.00631534	0.00588067	0.00542945	0.77826878	1.72526932	0.95627735	-0.00224152	-0.00164329	0.00052004	-0.00112159	
22.50000000	0.00371964	0.00591813	0.00787687	0.00583821	0.77905068	1.72425380	0.95444649	-0.00145962	-0.00265881	-0.00131082	-0.00180975	
22.60000000	0.00471787	0.00462681	0.00611277	0.00515248	0.78009504	1.72596105	0.95560508	-0.00041527	-0.00095156	-0.00015223	-0.00050635	
22.70000000	0.00471787	0.00462681	0.00611277	0.00515248	0.78009504	1.72596105	0.95560508	-0.00041527	-0.00095156	-0.00015223	-0.00050635	
22.80000000	0.00670843	0.00584006	0.00711929	0.00655592	0.78085361	1.72670141	0.95554118	0.00034330	-0.00021120	-0.00021613	-0.00002801	
22.90000000	0.00670843	0.00584006	0.00711929	0.00655592	0.78085361	1.72670141	0.95554118	0.00034330	-0.00021120	-0.00021613	-0.00002801	
23.00000000	0.00716361	0.00654338	0.00647469	0.00672723	0.78065124	1.72698034	0.95578347	0.00014094	0.00006773	0.00002616	0.00007827	
23.10000000	0.00591962	0.00541794	0.00709793	0.00614516	0.77988142	1.72567085	0.95566815	-0.00062888	-0.00124176	-0.00008916	-0.00065327	
23.20000000	0.00603583	0.00541562	0.00794061	0.00646402	0.78065764	1.72521125	0.95421409	0.00014733	-0.00170137	-0.00154322	-0.00103242	
23.30000000	0.00807300	0.00577207	0.00726345	0.00703618	0.78199901	1.72690325	0.95457345	0.00148870	-0.00000936	-0.00118386	0.00009849	
23.40000000	0.00807300	0.00577207	0.00726345	0.00703618	0.78199901	1.72690325	0.95457345	0.00148870	-0.00000936	-0.00118386	0.00009849	
23.50000000	0.00746221	0.00803166	0.00783878	0.00777755	0.78000065	1.72604503	0.95530651	-0.00050965	-0.00086758	-0.00045080	-0.00060935	
23.60000000	0.00662247	0.00531732	0.00867279	0.00687086	0.78018775	1.72461987	0.95445134	-0.00032255	-0.00229274	-0.00130597	-0.00130709	
23.70000000	0.00881841	0.00520421	0.00895522	0.00765928	0.78246883	1.72655876	0.95429355	0.00195852	-0.00035385	-0.00146377	0.00004697	
23.80000000	0.00886865	0.00614136	0.00901891	0.00800964	0.78207961	1.72691306	0.95480161	0.00156931	0.00000044	-0.00095570	0.00020468	
23.90000000	0.00628142	0.00741571	0.00853049	0.00740921	0.77916226	1.72508089	0.95536524	-0.00134805	-0.00183172	-0.00039208	-0.00119062	
24.00000000	0.00832933	0.00755141	0.00932853	0.00840309	0.78105012	1.72586242	0.95433644	0.00053982	-0.00105020	-0.00142087	-0.00064375	
24.10000000	0.00958190	0.00604322	0.01017654	0.00860056	0.78282709	1.72655816	0.95379790	0.00231679	-0.00035446	-0.00195942	0.00000097	
24.20000000	0.00885083	0.00736192	0.00938860	0.00853378	0.78184378	1.72821351	0.95606711	0.00133348	0.00130090	0.00030980	0.00098139	
24.30000000	0.00943153	0.00738577	0.00858854	0.00846861	0.78160788	1.72731877	0.95541598	0.00109758	0.00040615	-0.00034133	0.00038747	
24.40000000	0.00930114	0.00776075	0.00921555	0.00875915	0.78149723	1.72635156	0.95442370	0.00098692	-0.00056106	-0.00133361	-0.00030258	
24.50000000	0.00903310	0.00718630	0.00876388	0.00832776	0.78271266	1.72727324	0.95401668	0.00220236	0.00036062	-0.00174063	0.00027412	
24.60000000	0.00817743	0.00665953	0.00771986	0.00751894	0.78089228	1.72710908	0.95600447	0.00038198	0.00019646	0.00024716	0.00027520	
24.70000000	0.00870350	0.00664547	0.00870169	0.00801689	0.78161551	1.72746256	0.95570104	0.00110520	0.00054995	-0.00005627	0.00053296	
24.80000000	0.00985401	0.00780290	0.00834035	0.00866575	0.78237832	1.72853619	0.95569234	0.00186802	0.00162357	-0.00006498	0.00114220	
24.90000000	0.00985401	0.00780290	0.00834035	0.00866575	0.78237832	1.72853619	0.95569234	0.00186802	0.00162357	-0.00006498	0.00114220	
25.00000000	0.00754659	0.00900332	0.00904894	0.00853295	0.77887339	1.72592746	0.95640477	-0.00163691	-0.00098515	0.00064746	-0.00065820	
25.10000000	0.00754659	0.00900332	0.00904894	0.00853295	0.77887339	1.72592746	0.95640477	-0.00163691	-0.00098515	0.00064746	-0.00065820	
25.20000000	0.00948230	0.00944222	0.00989204	0.00960552	0.78040572	1.72675563	0.95578129	-0.00010459	-0.00015698	0.00002397	-0.00007920	
25.30000000	0.00888781	0.01007254	0.00938262	0.00944766	0.78043788	1.72662875	0.95523657	-0.00007242	-0.00028387	-0.00052075	-0.00029235	
25.40000000	0.00908905	0.00796103	0.00830593	0.00845201	0.78056422	1.72707669	0.95614481	0.00005391	0.00016407	0.00038749	0.00020183	
25.50000000	0.01022825	0.00871410	0.00914983	0.00936406	0.78087507	1.72703301	0.95580448	0.00036477	0.00012040	0.00004717	0.00017744	
25.60000000	0.01028687	0.01005337	0.00922709	0.00985578	0.78125294	1.72785632	0.95582299	0.00074263	0.00094371	0.00006568	0.00058401	
25.70000000	0.01088123	0.00933994	0.01013465	0.01011861	0.78166685	1.72846103	0.95641448	0.00115654	0.00154842	0.00065717	0.00112071	
25.80000000	0.00983444	0.00828316	0.01002527	0.00938096	0.78121289	1.72729806	0.95583505	0.00070259	0.00038544	0.00007774	0.00038859	
25.90000000	0.01001279	0.00902999	0.01055657	0.00986645	0.78041697	1.72653979	0.95585852	-0.00009333	-0.00037283	0.00010121	-0.00012165	
26.00000000	0.00982550	0.00920911	0.00973186	0.00958882	0.78081284	1.72742066	0.95612194	0.00030253	0.00050805	0.00036463	0.00039174	
26.10000000	0.01018161	0.00919574	0.01155748	0.01031161	0.78102214	1.72620395	0.95485322	0.00051183	-0.00070867	-0.00090409	-0.00036698	
26.20000000	0.00803380	0.01136963	0.00820531	0.00920291	0.77825024	1.72719738	0.95779046	-0.00226006	0.00028476	0.00203315	0.00001928	
26.30000000	0.00886959	0.01066780	0.01049456	0.01001065	0.77982862	1.72619583	0.95546663	-0.00068169	-0.00071679	-0.00029069	-0.00056305	
26.40000000	0.00886959	0.01066780	0.01049456	0.01001065	0.77982862	1.72619583	0.95546663	-0.00068169	-0.00071679	-0.00029069	-0.00056305	
26.50000000	0.01038515	0.00975129	0.01023686	0.01012443	0.78049223	1.72677289	0.95580384	-0.00001808	-0.00013973	0.00004653	-0.00003709	
26.60000000	0.01038515	0.00975129	0.01023686	0.01012443	0.78049223	1.72677289	0.95580384	-0.00001808	-0.00013973	0.00004653	-0.00003709	
26.70000000	0.00909175	0.01042224	0.01108234	0.01019878	0.77969897	1.72657134	0.95619847	-0.00081134	-0.00034127	0.00044115	-0.00023715	
26.80000000	0.01002332	0.00975251	0.00911463	0.00963015	0.78046326	1.72775945	0.95669326	-0.00004705	0.00084684	0.00093594	0.00057858	
26.90000000	0.00985293	0.00993569	0.00949242	0.00976035	0.78083606	1.72743190	0.95584965	0.00032576	0.00051929	0.00009233	0.00031246	
27.00000000	0.01042771	0.01101472	0.00910785	0.01018343	0.78110169	1.72852372	0.95645132	0.00059139	0.00161111	0.00069401	0.00096550	
27.10000000	0.01204278	0.00956005	0.01041629	0.01067304	0.78231855	1.72853494	0.95588924	0.00180824	0.00162233	0.00013193	0.00118750	
27.20000000	0.01097226	0.01035405	0.01131303	0.01087978	0.78111878	1.72676703	0.95510153	0.00060847	-0.00014559	-0.00065579	-0.00006430	
27.30000000	0.01111384	0.01008376	0.00940314	0.01020025	0.78265915	1.72978887	0.95637123	0.00214884	0.00287625	0.00061392	0.00187967	
27.40000000	0.00955809	0.01104786	0.01145810	0.01068802	0.77988924	1.72537225	0.95463537	-0.00062107	-0.00154037	-0.00112194	-0.00109446	
27.50000000	0.01155082	0.01099000	0.01026251	0.01093444	0.78091170	1.72775317	0.95619098	0.00040139	0.00084055	0.00043367	0.00055854	
27.60000000	0.01012156	0.00837547	0.01129713	0.00993139	0.78131551	1.72759319	0.95619108	0.00080521	0.00068058	0.00043377	0.00063985	
27.70000000	0.01059848	0.01125082	0.00992039	0.01058989	0.78091702	1.72847137	0.95666968	0.00040671	0.00155876	0.00091237	0.00095928	
27.80000000	0.00976117	0.00930369	0.01020588	0.00975691	0.78116857	1.72707069	0.95532922	0.00065826	0.00015807	-0.00042809	0.00012941	
27.90000000	0.01016543	0.01108401	0.01203421	0.01109455	0.78070093	1.72617098	0.95469852	0.00019063	-0.00074164	-0.00105879	-0.00053660	
28.00000000	0.00997801	0.00987719	0.01164230	0.01049917	0.78015913	1.72646916	0.95592930	-0.00035117	-0.00044346	0.00017199	-0.00020755	
28.10000000	0.01237489	0.01026976	0.01091503	0.01118656	0.78259748	1.72817592	0.95507359	0.00208718	0.00126330	-0.00068373	0.00088892	
28.20000000	0.01048051	0.01065056	0.00892316	0.01001808	0.78114001	1.72810632	0.95604089	0.00062970	0.00119371	0.00028358	0.00070233	
28.30000000	0.01048051	0.01065056	0.00892316	0.01001808	0.78114001	1.72810632	0.95604089	0.00062970	0.00119371	0.00028358	0.00070233	
28.40000000	0.01034194	0.00898287	0.00981658	0.00971380	0.78106615	1.72750871	0.95608678	0.00055584	0.00059610	0.00032947	0.00049380	
28.50000000	0.01056276	0.00916332	0.00960514	0.00977707	0.78125279	1.72825899	0.95662599	0.00074248	0.00134637	0.00086868	0.00098584	
28.60000000	0.01051724	0.01049026	0.00972336	0.01024362	0.78094589	1.72797839	0.95629066	0.00043558	0.00106578	0.00053335	0.00067824	
28.70000000	0.00940310	0.01129793	0.00994860	0.01021654	0.77954723	1.72671121	0.95620127	-0.00096308	-0.00020141	0.00044396	-0.00024018	
28.80000000	0.00940310	0.01129793	0.00994860	0.01021654	0.77954723	1.72671121	0.95620127	-0.00096308	-0.00020141	0.00044396	-0.00024018	
28.90000000	0.01150954	0.00861276	0.00988292	0.01000174	0.78232985	1.72826220	0.95571930	0.00181954	0.00134959	-0.00003801	0.00104370	
29.00000000	0.01150954	0.00861276	0.00988292	0.01000174	0.78232985	1.72826220	0.95571930	0.00181954	0.00134959	-0.00003801	0.00104370	
29.10000000	0.01008894	0.01028312	0.01135211	0.01057472	0.78025031	1.72698298	0.95623758	-0.00025999	0.00007036	0.00048027	0.00009688	
29.20000000	0.01008894	0.01028312	0.01135211	0.01057472	0.78025031	1.72698298	0.95623758	-0.00025999	0.00007036	0.00048027	0.00009688	
29.30000000	0.00870586	0.00888533	0.00918825	0.00892648	0.78003870	1.72712872	0.95657616	-0.00047160	0.00021610	0.00081885	0.00018778	
29.40000000	0.01004385	0.00988071	0.01178512	0.01056989	0.77996113	1.72706205	0.95683887	-0.00054918	0.00014944	0.00108156	0.00022727	
29.50000000	0.01124034	0.01076703	0.00794822	0.00998520	0.78219452	1.72957738	0.95637472	0.00168421	0.00266476	0.00061740	0.00165546	
29.60000000	0.01011047	0.00922396	0.00988043	0.00973829	0.78187118	1.72707945	0.95455969	0.00136088	0.00016684	-0.00119763	0.00011003	
29.70000000	0.00923984	0.01048970	0.01185418	0.01052791	0.77981602	1.72565932	0.95518537	-0.00069428	-0.00125330	-0.00057195	-0.00083984	
29.80000000	0.00900790	0.00979968	0.01034500	0.00971752	0.78065102	1.72668617	0.95525810	0.00014072	-0.00022644	-0.00049922	-0.00019498	
29.90000000	0.00851029	0.00842667	0.01171852	0.00955183	0.78073350	1.72549470	0.95438450	0.00022320	-0.00141791	-0.00137281	-0.00085584	
30.00000000	0.01045165	0.01049648	0.01001134	0.01031982	0.78162043	1.72791144	0.95543257	0.00111013	0.00099882	-0.00032475	0.00059473	
30.10000000	0.01041758	0.01039680	0.01140771	0.01074070	0.78118515	1.72760527	0.95581395	0.00067484	0.00069266	0.00005664	0.00047471	
30.20000000	0.01044902	0.00979673	0.00935040	0.00986538	0.78159605	1.72801165	0.95571325	0.00108574	0.00109903	-0.00004407	0.00071357	
30.30000000	0.00852027	0.00882457	0.01034623	0.00923036	0.78050074	1.72759147	0.95661536	-0.00000956	0.00067885	0.00085805	0.00050911	
30.40000000	0.00926833	0.00899688	0.01026008	0.00950843	0.78165172	1.72753035	0.95526719	0.00114141	0.00061774	-0.00049012	0.00042301	
30.50000000	0.00787594	0.01078465	0.01002895	0.00956318	0.77966630	1.72638336	0.95562232	-0.00084401	-0.00052925	-0.00013500	-0.00050275	
30.60000000	0.01144171	0.01055206	0.00931470	0.01043616	0.78163611	1.72891781	0.95656814	0.00112581	0.00200519	0.00081082	0.00131394	
30.70000000	0.00949922	0.01034269	0.01084713	0.01022968	0.78104553	1.72680771	0.95493436	0.00053522	-0.00010490	-0.00082295	-0.00013088	
30.80000000	0.01075761	0.01097339	0.01041037	0.01071379	0.78111306	1.72800468	0.95610355	0.00060276	0.00109206	0.00034624	0.00068035	
30.90000000	0.00970126	0.01005721	0.00929960	0.00968603	0.78063099	1.72741406	0.95600007	0.00012068	0.00050144	0.00024276	0.00028830	
31.00000000	0.00970126	0.01005721	0.00929960	0.00968603	0.78063099	1.72741406	0.95600007	0.00012068	0.00050144	0.00024276	0.00028830	
31.10000000	0.01011816	0.01038368	0.00881243	0.00977143	0.78059155	1.72784921	0.95643156	0.00008125	0.00093660	0.00067425	0.00056403	
31.20000000	0.01011816	0.01038368	0.00881243	0.00977143	0.78059155	1.72784921	0.95643156	0.00008125	0.00093660	0.00067425	0.00056403	
31.30000000	0.00944074	0.01047686	0.01147579	0.01046446	0.78049517	1.72679570	0.95559076	-0.00001513	-0.00011692	-0.00016655	-0.00009953	
31.40000000	0.01075664	0.00933423	0.01070090	0.01026393	0.78152778	1.72763868	0.95574576	0.00101747	0.00072607	-0.00001156	0.00057733	
31.50000000	0.01166613	0.01082668	0.01128361	0.01125881	0.78168453	1.72794240	0.95566699	0.00117423	0.00102979	-0.00009033	0.00070456	
31.60000000	0.00925967	0.01164265	0.00982073	0.01024102	0.77951339	1.72635699	0.95573091	-0.00099691	-0.00055562	-0.00002641	-0.00052631	
31.70000000	0.01013665	0.01006010	0.01226978	0.01082218	0.78068530	1.72677465	0.95567600	0.00017500	-0.00013796	-0.00008131	-0.00001476	
31.80000000	0.01049880	0.01108721	0.01045878	0.01068160	0.78183630	1.72733023	0.95452320	0.00132599	0.00041761	-0.00123411	0.00016983	
31.90000000	0.00972733	0.00901740	0.01052385	0.00975620	0.78099229	1.72681473	0.95538682	0.00048199	-0.00009789	-0.00037049	0.00000454	
32.00000000	0.00966153	0.00880144	0.00899988	0.00915429	0.78144328	1.72772732	0.95569258	0.00093298	0.00081470	-0.00006473	0.00056098	
32.10000000	0.00862964	0.01042474	0.00985795	0.00963745	0.77880400	1.72624860	0.95670263	-0.00170630	-0.00066401	0.00094531	-0.00047500	
32.20000000	0.01045083	0.00989802	0.01151786	0.01062224	0.78042247	1.72699800	0.95625270	-0.00008783	0.00008539	0.00049539	0.00016431	
32.30000000	0.01018023	0.01179489	0.01235617	0.01144376	0.78038336	1.72583605	0.95458306	-0.00012695	-0.00107656	-0.00117425	-0.00079259	
32.40000000	0.01147632	0.01149684	0.01054951	0.01117422	0.78144887	1.72891748	0.95666912	0.00093857	0.00200486	0.00091181	0.00128508	
32.50000000	0.01147632	0.01149684	0.01054951	0.01117422	0.78144887	1.72891748	0.95666912	0.00093857	0.00200486	0.00091181	0.00128508	
32.60000000	0.01275812	0.01103187	0.01212524	0.01197174	0.78212386	1.72804704	0.95548893	0.00161355	0.00113443	-0.00026839	0.00082653	
32.70000000	0.01187080	0.01199898	0.01177529	0.01188169	0.78201843	1.72866205	0.95580374	0.00150813	0.00174943	0.00004642	0.00110133	
32.80000000	0.00957987	0.01166079	0.01187187	0.01103751	0.77943950	1.72582642	0.95553503	-0.00107081	-0.00108620	-0.00022228	-0.00079310	
32.90000000	0.01289330	0.01183518	0.01182965	0.01218604	0.78138573	1.72819790	0.95627528	0.00087543	0.00128528	0.00051796	0.00089289	
